종목코드,종목명,시장구분,업종,현재가,시가총액,PER,PBR,EPS,BPS,ROE프록시,W52고가,W52저가,선행PER,선행EPS,직전EPS,추정매출,추정영업이익,추정순이익,추정매출YoY,추정영업이익YoY,직전영업이익,직전순이익,직전매출,추정연도,실적연도,추정기준일,투자의견,추정이상,_price_ok,_est_ok
161390,한국타이어앤테크놀로지,KOSPI,화학,67300.0,83368.0,7.65,0.68,8795.0,99234.0,8.862889735372956,78400.0,37650.0,7.334510342422458,9175.800000000001,8930.9,234764.0,18544.0,11193.0,10.700000000000001,0.7000000000000001,18411.0,10895.0,212023.0,2026.12E,2025.12,20260511,매수,False,True,True
007660,이수페타시스,KOSPI,전기·전자,110100.0,80824.0,48.78,10.7,2257.0,10292.0,21.929654100272057,164400.0,50900.0,32.31866615786538,3406.7000000000003,2278.0,15049.0,3148.0,2501.0,38.300000000000004,53.800000000000004,2047.0,1605.0,10880.0,2026.12E,2025.12,20260413,매수,False,True,True
047040,대우건설,KOSPI,건설,18380.0,75525.0,-8.37,2.26,-2195.0,8148.0,-26.93912616593029,40350.0,3320.0,,,,,,,,,,,,,,,,False,True,True
000880,한화,KOSPI,화학,104900.0,73963.0,26.63,0.79,3939.0,133067.0,2.9601629254435733,166400.0,74100.0,9.919527947726262,10575.1,4072.0,856335.0,59467.0,9277.0,14.5,43.400000000000006,41469.0,3725.0,747854.0,2026.12E,2025.12,20260518,매수,False,True,True
064400,LG씨엔에스,KOSPI,IT 서비스,74200.0,71889.0,16.31,2.45,4548.0,30270.0,15.024777006937562,153300.0,54100.0,,,,,,,,,,,,,,,,False,True,True
090430,아모레퍼시픽,KOSPI,화학,121200.0,70893.0,35.51,1.53,3413.0,78989.0,4.320854802567446,169000.0,94000.0,24.87991131912797,4871.400000000001,3416.0,47231.0,4719.0,3358.0,11.100000000000001,40.5,3358.0,2357.0,42528.0,2026.12E,2025.12,20260623,매수,False,True,True
078930,GS,KOSPI,금융,73000.0,67814.0,8.66,0.47,8434.0,155303.0,5.43067423037546,86700.0,42800.0,9.583825653144283,7617.0,8435.0,261551.0,26795.0,7213.0,3.9000000000000004,-8.700000000000001,29361.0,7987.0,251841.0,2026.12E,2025.12,20260410,중립,False,True,True
062040,산일전기,KOSPI,전기·전자,221000.0,67661.0,45.19,11.47,4891.0,19269.0,25.382739114640096,341000.0,81000.0,,,,6810.0,2523.0,,35.7,41.300000000000004,1786.0,,5019.0,2026.12E,2025.12,20260604,매수,False,True,True
021240,코웨이,KOSPI,일반서비스,95400.0,67512.0,11.15,1.87,8558.0,51065.0,16.759032605502792,114700.0,68800.0,,,,,,,,,,,,,,,,False,True,True
326030,SK바이오팜,KOSPI,일반서비스,86200.0,67506.0,25.29,8.3,3409.0,10382.0,32.83567713350029,144100.0,80600.0,21.715581307469456,3969.5,3409.0,9575.0,3370.0,3109.0,35.5,65.3,2039.0,2670.0,7067.0,2026.12E,2025.12,20260410,매수,False,True,True
004170,신세계,KOSPI,유통,706000.0,66683.0,490.28,1.39,1440.0,508154.0,0.2833786607996788,792000.0,160800.0,15.579279998940784,45316.600000000006,1590.0,78202.0,8578.0,3969.0,12.9,78.7,4800.0,139.0,69295.0,2026.12E,2025.12,20260625,매수,False,True,True
240810,원익IPS,KOSDAQ,기계·장비,133100.0,65331.0,77.75,6.68,1712.0,19936.0,8.587479935794542,187800.0,26550.0,,,,,,,,,,,,,,,,False,True,True
001440,대한전선,KOSPI,전기·전자,32900.0,64482.0,72.79,3.82,452.0,8622.0,5.242403154720483,75900.0,14740.0,53.49593495934959,615.0,453.0,39389.0,1772.0,1143.0,8.3,37.800000000000004,1286.0,842.0,36360.0,2026.12E,2025.12,20260401,매수,False,True,True
028300,HLB,KOSDAQ,제약,48350.0,64401.0,-28.83,15.31,-1677.0,3159.0,-53.086419753086425,69200.0,36150.0,,,,,,,,,,,,,,,,False,True,True
353200,대덕전자,KOSPI,전기·전자,129600.0,64044.0,140.26,7.44,924.0,17419.0,5.304552500143521,198000.0,17200.0,39.23230610885754,3303.4,924.0,14649.0,2064.0,1702.0,37.5,320.6,491.0,476.0,10653.0,2026.12E,2025.12,20260407,매수,True,True,True
241560,두산밥캣,KOSPI,기계·장비,64400.0,61731.0,15.45,0.86,4168.0,75131.0,5.547643449441642,79700.0,51900.0,,,,,,,,,,,,,,,,False,True,True
032640,LG유플러스,KOSPI,통신,14200.0,60269.0,11.75,0.68,1208.0,20826.0,5.800441755497935,18800.0,13600.0,7.903378415984861,1796.7,1221.0,156530.0,11468.0,7565.0,1.3,28.5,8921.0,5239.0,154517.0,2026.12E,2025.12,20260508,매수,False,True,True
058470,리노공업,KOSDAQ,전기·전자,78600.0,59903.0,0.0,0.0,0.0,0.0,,129000.0,44000.0,29.98397802700847,2621.4,2002.0,4581.0,2233.0,1990.0,23.0,26.200000000000003,1770.0,1520.0,3725.0,2026.12E,2025.12,20260413,매수,False,True,True
128940,한미약품,KOSPI,제약,461500.0,59123.0,34.87,4.68,13235.0,98560.0,13.428368506493507,647000.0,267500.0,30.039705786630215,15363.0,13372.0,16614.0,2629.0,1949.0,7.4,2.0,2578.0,1696.0,15475.0,2026.12E,2025.12,20260602,매수,False,True,True
138930,BNK금융지주,KOSPI,금융,18780.0,58279.0,7.31,0.54,2570.0,34780.0,7.389304197814836,23050.0,12900.0,,,,66660.0,11149.0,8584.0,3.0,23.5,9027.0,8150.0,64725.0,2026.12E,2025.12,20260430,매수,False,True,True
029780,삼성카드,KOSPI,금융,49850.0,57756.0,8.94,0.6,5575.0,83059.0,6.712096220758738,69200.0,44050.0,,,,46685.0,9118.0,6761.0,6.5,6.800000000000001,8537.0,6459.0,43829.0,2026.12E,2025.12,20260426,중립,False,True,True
267270,HD건설기계,KOSPI,기계·장비,118800.0,56931.0,21.17,1.14,5613.0,104016.0,5.396285186894325,217500.0,72900.0,,,,,,,,,,,,,,,,False,True,True
036570,NC,KOSPI,IT 서비스,261000.0,56230.0,16.29,1.5,16023.0,173511.0,9.234573024188668,343500.0,176100.0,12.410841654778887,21030.0,17876.0,25985.0,5139.0,4531.0,72.4,3096.3,161.0,3467.0,15069.0,2026.12E,2025.12,20260529,매수,True,True,True
009830,한화솔루션,KOSPI,화학,32700.0,56209.0,-8.77,0.62,-3728.0,52947.0,-7.041003267418362,59300.0,25700.0,,,,,,,,,,,,,,,,False,True,True
000100,유한양행,KOSPI,제약,70400.0,56072.0,29.47,2.28,2389.0,30855.0,7.742667314859829,136400.0,65000.0,,,,,,,,,,,,,,,,False,True,True
034220,LG디스플레이,KOSPI,전기·전자,11070.0,55350.0,24.44,0.84,453.0,13208.0,3.429739551786796,17950.0,9020.0,,,,,,,,,,,,,,,,False,True,True
377300,카카오페이,KOSPI,금융,40600.0,54917.0,121.19,2.89,335.0,14062.0,2.382306926468497,88000.0,36550.0,38.45789523538884,1055.7,335.0,13278.0,1601.0,1428.0,38.5,217.9,504.0,452.0,9584.0,2026.12E,2025.12,20260506,중립,True,True,True
454910,두산로보틱스,KOSPI,기계·장비,84600.0,54838.0,-98.83,15.73,-856.0,5378.0,-15.916697657121606,170000.0,57400.0,,,,,,,,,,,,,,,,False,True,True
271560,오리온,KOSPI,음식료·담배,136300.0,53878.0,14.08,1.41,9680.0,96352.0,10.046496180670873,150100.0,99000.0,11.102603369065848,12276.400000000001,9682.0,37594.0,6476.0,4853.0,12.8,16.0,5583.0,3827.0,33324.0,2026.12E,2025.12,20260605,매수,False,True,True
298380,에이비엘바이오,KOSDAQ,제약,96100.0,53804.0,-138.67,34.24,-693.0,2807.0,-24.688279301745634,257500.0,60700.0,,,,,,,,,,,,,,,,False,True,True
319660,피에스케이,KOSDAQ,기계·장비,182300.0,52806.0,67.22,9.8,2712.0,18606.0,14.575943244114804,219500.0,18100.0,37.946753814450155,4804.1,2712.0,6939.0,1638.0,1392.0,51.800000000000004,85.0,885.0,785.0,4572.0,2026.12E,2025.12,20260518,매수,True,True,True
000990,DB하이텍,KOSPI,전기·전자,120700.0,52510.0,20.87,2.29,5783.0,52634.0,10.987194589048904,230500.0,42450.0,,,,,,,,,,,,,,,,False,True,True
011790,SKC,KOSPI,화학,102700.0,50937.0,-5.3,4.21,-19393.0,24423.0,-79.40465954223478,184400.0,88000.0,,,,,,,,,,,,,,,,False,True,True
000250,삼천당제약,KOSDAQ,제약,214000.0,50199.0,955.36,18.03,224.0,11868.0,1.887428378833839,1233000.0,147900.0,,,,,,,,,,,,,,,,False,True,True
141080,리가켐바이오,KOSDAQ,일반서비스,133700.0,49495.0,-65.89,9.6,-2029.0,13930.0,-14.565685570710695,225000.0,112500.0,,,,,,,,,,,,,,,,False,True,True
175330,JB금융지주,KOSPI,금융,26150.0,49228.0,7.09,0.82,3688.0,31745.0,11.617577571271067,38500.0,21150.0,,,,38093.0,10178.0,7342.0,6.6000000000000005,6.9,9523.0,7104.0,35718.0,2026.12E,2025.12,20260424,매수,False,True,True
222800,심텍,KOSDAQ,전기·전자,129100.0,48366.0,-26.05,8.37,-4955.0,15419.0,-32.135676762435956,164200.0,21400.0,-26.751486769307277,-4825.900000000001,-953.0,14106.0,127.0,-1699.0,14.600000000000001,-127.0,-470.0,-303.0,12314.0,2025.12E,2024.12,20260224,매수,False,True,True
039030,이오테크닉스,KOSDAQ,기계·장비,392500.0,48354.0,84.52,7.03,4644.0,55838.0,8.316916795014148,623000.0,174800.0,84.29982817869416,4656.0,3540.0,3809.0,807.0,568.0,18.7,158.8,312.0,428.0,3209.0,2025.12E,2024.12,20260402,매수,True,True,True
023530,롯데쇼핑,KOSPI,유통,167300.0,47327.0,91.82,0.31,1822.0,537131.0,0.3392096155314067,211000.0,62700.0,13.52126791184101,12373.1,1824.0,144139.0,8666.0,3498.0,4.9,58.400000000000006,5470.0,516.0,137384.0,2026.12E,2025.12,20260625,매수,False,True,True
000500,가온전선,KOSPI,전기·전자,277500.0,45907.0,155.29,17.08,1787.0,16247.0,10.99895365298209,635000.0,52600.0,,,,,,,,,,,,,,,,False,True,True
001040,CJ,KOSPI,금융,155100.0,45254.0,38.59,1.0,4019.0,155346.0,2.5871280882674803,235000.0,141300.0,12.891803605715282,12030.900000000001,4271.0,477201.0,27544.0,3995.0,6.0,9.0,25277.0,1433.0,450188.0,2026.12E,2025.12,20260518,매수,False,True,True
082740,한화엔진,KOSPI,기계·장비,52200.0,43559.0,25.07,7.83,2082.0,6666.0,31.233123312331234,94400.0,24650.0,20.912623692961017,2496.1000000000004,2071.0,16829.0,2478.0,2082.0,22.700000000000003,90.5,1301.0,1738.0,13711.0,2026.12E,2025.12,20260615,매수,True,True,True
066970,엘앤에프,KOSPI,전기·전자,106000.0,43002.0,-7.36,6.06,-14393.0,17482.0,-82.3303969797506,225000.0,50800.0,1896.2432915921286,55.900000000000006,-15508.0,32027.0,973.0,22.0,48.6,-162.0,-1568.0,-5335.0,21549.0,2026.12E,2025.12,20260408,매수,False,True,True
087010,펩트론,KOSDAQ,제약,180700.0,42134.0,-180.7,27.59,-1000.0,6550.0,-15.267175572519085,392500.0,162500.0,,,,,,,,,,,,,,,,False,True,True
002380,KCC,KOSPI,화학,489000.0,42019.0,2.82,0.46,173128.0,1063952.0,16.272162653954314,692000.0,314500.0,,,,,,,,,,,,,,,,False,True,True
052690,한전기술,KOSPI,일반서비스,106200.0,40590.0,47.54,6.46,2234.0,16428.0,13.598733869004139,198000.0,80300.0,68.44106463878327,1551.7,2244.0,6389.0,650.0,590.0,23.200000000000003,83.4,355.0,854.0,5188.0,2026.12E,2025.12,20260401,매수,True,True,True
403870,HPSP,KOSDAQ,기계·장비,48500.0,39916.0,0.0,0.0,0.0,0.0,,92000.0,24300.0,31.759544234169336,1527.1000000000001,901.0,2434.0,1251.0,1240.0,40.7,39.1,899.0,727.0,1730.0,2026.12E,2025.12,20260518,매수,False,True,True
440110,파두,KOSDAQ,전기·전자,79600.0,39881.0,-52.03,203.58,-1530.0,391.0,-391.30434782608694,129400.0,10900.0,,,,,,,,,,,,,,,,False,True,True
010060,OCI홀딩스,KOSPI,금융,213000.0,39768.0,-44.64,1.01,-4772.0,210598.0,-2.2659284513623112,414000.0,77300.0,,,,,,,,,,,,,,,,False,True,True
018880,한온시스템,KOSPI,기계·장비,3850.0,39511.0,-14.98,1.05,-257.0,3671.0,-7.000817216017434,5940.0,2755.0,25.279054497701903,152.3,-292.6,111943.0,3922.0,1563.0,2.9000000000000004,45.1,2704.0,-1985.0,108837.0,2026.12E,2025.12,20260504,매수,False,True,True
084370,유진테크,KOSDAQ,기계·장비,171600.0,39324.0,92.61,8.42,1853.0,20368.0,9.097604084838963,231500.0,37900.0,46.03374735091343,3727.7000000000003,1906.0,4327.0,894.0,841.0,23.5,73.10000000000001,517.0,425.0,3503.0,2026.12E,2025.12,20260518,매수,False,True,True
088350,한화생명,KOSPI,보험,4470.0,38823.0,6.06,0.24,738.0,18466.0,3.996534170908697,7560.0,2930.0,,,,,,,,,,,,,,20260116,중립,False,True,True
069960,현대백화점,KOSPI,유통,179400.0,38687.0,19.55,0.85,9177.0,210969.0,4.349928188501629,222000.0,67900.0,13.944919898328008,12864.900000000001,9572.0,44719.0,4285.0,2747.0,5.7,13.4,3779.0,2077.0,42303.0,2026.12E,2025.12,20260625,매수,False,True,True
004020,현대제철,KOSPI,금속,28250.0,37698.0,-543.27,0.19,-52.0,147255.0,-0.03531289260126991,50400.0,25600.0,223.85103011093503,126.2,-88.0,229558.0,2770.0,166.0,-1.2000000000000002,73.60000000000001,1595.0,-116.0,232261.0,2025.12E,2024.12,20260319,매수,False,True,True
111770,영원무역,KOSPI,유통,84400.0,37399.0,7.6,0.88,11109.0,96154.0,11.553341514653576,103200.0,54900.0,,,,,,,,,,,,,,,,False,True,True
336260,두산퓨얼셀,KOSPI,전기·전자,56600.0,37069.0,-34.87,12.6,-1623.0,4491.0,-36.138944555778224,108900.0,21150.0,,,,,,,,,,,,,,,,False,True,True
214370,케어젠,KOSDAQ,제약,68500.0,36795.0,183.16,15.75,374.0,4348.0,8.601655933762649,153800.0,35050.0,,,,,,,,,,,,,,,,False,True,True
051900,LG생활건강,KOSPI,화학,245000.0,36690.0,-43.07,0.75,-5688.0,325224.0,-1.7489484170909897,346500.0,210000.0,17.120655196992356,14310.2,-5980.0,62935.0,3944.0,2356.0,-1.0,131.0,1707.0,-1001.0,63555.0,2026.12E,2025.12,20260622,중립,True,True,True
347850,디앤디파마텍,KOSDAQ,일반서비스,81700.0,36286.0,-149.36,44.74,-547.0,1826.0,-29.956188389923327,342500.0,57100.0,,,,,,,,,,,,,,,,False,True,True
103590,일진전기,KOSPI,전기·전자,75300.0,35907.0,34.56,6.1,2179.0,12347.0,17.648011662752086,147900.0,33500.0,23.0889522583019,3261.3,2179.0,23586.0,2231.0,1555.0,15.4,47.6,1512.0,1039.0,20446.0,2026.12E,2025.12,20260401,매수,False,True,True
214450,파마리서치,KOSDAQ,제약,341000.0,35429.0,24.0,5.72,14209.0,59603.0,23.839404056842774,713000.0,255000.0,17.095473960735553,19946.800000000003,15893.0,6499.0,2597.0,2072.0,21.200000000000003,21.1,2144.0,1651.0,5363.0,2026.12E,2025.12,20260630,매수,False,True,True
095340,ISC,KOSDAQ,유통,167000.0,35399.0,63.07,6.37,2648.0,26223.0,10.098005567631468,292500.0,55100.0,35.438417791358965,4712.400000000001,2743.0,3319.0,1123.0,988.0,50.7,87.0,601.0,561.0,2202.0,2026.12E,2025.12,20260427,매수,True,True,True
012510,더존비즈온,KOSPI,IT 서비스,120000.0,34949.0,40.91,5.68,2933.0,21123.0,13.88533825687639,156000.0,61900.0,,,,,,,,,,,,,,,,False,True,True
095610,테스,KOSDAQ,기계·장비,177300.0,34325.0,61.46,8.03,2885.0,22090.0,13.060208239022181,236500.0,23250.0,33.19789540696912,5340.700000000001,3244.0,4817.0,913.0,945.0,37.2,57.800000000000004,578.0,569.0,3511.0,2026.12E,2025.12,20260514,매수,False,True,True
108490,로보티즈,KOSDAQ,기계·장비,227500.0,33354.0,603.45,10.48,377.0,21707.0,1.7367669415395957,464000.0,65200.0,258.72853406118503,879.3000000000001,385.0,573.0,59.0,129.0,47.300000000000004,75.4,33.0,51.0,389.0,2026.12E,2025.12,20260615,매수,False,True,True
310210,보로노이,KOSDAQ,일반서비스,178900.0,32955.0,-77.01,31.36,-2323.0,5705.0,-40.71866783523225,375500.0,106600.0,,,,,,,,,,,,,,,,False,True,True
022100,포스코DX,KOSPI,일반서비스,21350.0,32459.0,62.24,5.69,343.0,3752.0,9.14179104477612,45600.0,19510.0,,,,,,,,,,,,,,,,False,True,True
178320,서진시스템,KOSDAQ,전기·전자,50900.0,32398.0,-28.28,3.88,-1800.0,13127.0,-13.712196236763921,83300.0,18410.0,,,,,,,,,,,,,,,,False,True,True
035250,강원랜드,KOSPI,오락·문화,14890.0,31856.0,10.01,0.75,1487.0,19841.0,7.494581926314198,20700.0,13920.0,,,,,,,,,,,,,,,,False,True,True
080220,제주반도체,KOSDAQ,전기·전자,91500.0,31515.0,79.77,13.57,1147.0,6742.0,17.012755858795607,138000.0,13380.0,,,,,,,,,,,,,,,,False,True,True
145020,휴젤,KOSDAQ,제약,255000.0,31375.0,22.47,2.9,11348.0,88011.0,12.893842815102657,380000.0,208500.0,17.0728441349759,14936.0,13061.0,5082.0,2079.0,1613.0,19.5,3.5,2009.0,1409.0,4251.0,2026.12E,2025.12,20260407,매수,False,True,True
251270,넷마블,KOSPI,IT 서비스,38200.0,31299.0,14.59,0.58,2618.0,66269.0,3.9505651209464454,69000.0,34450.0,8.065537772898104,4736.2,2746.0,29787.0,3896.0,3882.0,5.1000000000000005,10.5,3525.0,2250.0,28351.0,2026.12E,2025.12,20260507,매수,False,True,True
001450,현대해상,KOSPI,보험,36700.0,31286.0,3.22,0.56,11407.0,65772.0,17.343246366234872,44250.0,25500.0,,,,,,,,,,,,,,20260224,매수,False,True,True
031980,피에스케이홀딩스,KOSDAQ,기계·장비,143900.0,31028.0,33.84,6.13,4252.0,23484.0,18.105944472832565,173000.0,30200.0,24.11314241667644,5967.700000000001,4252.0,2924.0,1120.0,1287.0,40.800000000000004,52.6,734.0,917.0,2078.0,2026.12E,2025.12,20260518,매수,False,True,True
009420,한올바이오파마,KOSPI,제약,59300.0,30979.0,-559.43,18.62,-106.0,3184.0,-3.329145728643216,73000.0,25000.0,,,,,,,,,,,,,,,,False,True,True
036460,한국가스공사,KOSPI,전기·가스,33100.0,30556.0,22.97,0.27,1441.0,123774.0,1.1642186565837735,49350.0,31150.0,,,,,,,,,,,,,,,,False,True,True
226950,올릭스,KOSDAQ,일반서비스,149300.0,30341.0,-192.89,22.16,-774.0,6738.0,-11.487088156723063,217000.0,35000.0,,,,,,,,,,,,,,,,False,True,True
214150,클래시스,KOSDAQ,의료·정밀기기,46450.0,30302.0,23.06,5.47,2014.0,8487.0,23.730411217155652,77600.0,40150.0,18.983979074709822,2446.8,2017.0,4571.0,2060.0,1594.0,35.7,20.8,1706.0,1319.0,3368.0,2026.12E,2025.12,20260513,매수,False,True,True
383220,F&F,KOSPI,섬유·의류,79100.0,30301.0,7.6,1.58,10404.0,50123.0,20.75693793268559,89000.0,58000.0,,,,,,,,,,,,,,,,False,True,True
031210,서울보증보험,KOSPI,보험,43100.0,30093.0,11.21,0.58,3844.0,74331.0,5.171462781342912,64800.0,39650.0,,,,,,,,,,,,,,,,False,True,True
302440,SK바이오사이언스,KOSPI,제약,37700.0,29578.0,-51.43,1.65,-733.0,22806.0,-3.2140664737349818,61300.0,33850.0,-48.21588438419235,-781.9000000000001,-733.0,7154.0,-948.0,-613.0,9.8,-23.200000000000003,-1235.0,-574.0,6514.0,2026.12E,2025.12,20260507,중립,False,True,True
097950,CJ제일제당,KOSPI,음식료·담배,194400.0,29265.0,-5.57,0.44,-34884.0,440524.0,-7.918751305263731,270000.0,172600.0,8.167964269357949,23800.300000000003,-35668.0,288181.0,12708.0,3810.0,5.4,3.0,12336.0,-5715.0,273426.0,2026.12E,2025.12,20260605,매수,False,True,True
011780,금호석유화학,KOSPI,화학,115700.0,29107.0,11.75,0.47,9843.0,244373.0,4.0278590515318795,162300.0,102800.0,9.032922935192486,12808.7,11300.0,72087.0,2777.0,3178.0,4.2,2.1,2718.0,2909.0,69151.0,2026.12E,2025.12,20260508,매수,False,True,True
014680,한솔케미칼,KOSPI,화학,262500.0,28909.0,20.2,2.64,12993.0,99420.0,13.068799034399516,346500.0,158600.0,17.77251184834123,14770.0,13428.0,10015.0,1809.0,1610.0,13.3,15.8,1562.0,1473.0,8840.0,2026.12E,2025.12,20260629,매수,False,True,True
004800,효성,KOSPI,금융,172400.0,28860.0,8.75,1.18,19707.0,146168.0,13.482431175086202,318000.0,66700.0,,,,,,,,,,,,,,,,False,True,True
139130,iM금융지주,KOSPI,금융,17710.0,28447.0,6.57,0.46,2696.0,38725.0,6.961910910264687,22000.0,13050.0,,,,39686.0,7212.0,5220.0,4.3,23.700000000000003,5832.0,4439.0,38044.0,2026.12E,2025.12,20260429,중립,False,True,True
450080,에코프로머티,KOSPI,전기·전자,40050.0,28318.0,-64.81,3.79,-618.0,10577.0,-5.842866597333837,88800.0,37050.0,,,,,,,,,,,,,,,,False,True,True
017800,현대엘리베이터,KOSPI,기계·장비,72100.0,28186.0,10.76,1.93,6703.0,37450.0,17.89853137516689,113400.0,67000.0,,,,,,,,,,,,,,,,False,True,True
001720,신영증권,KOSPI,증권,171200.0,28145.0,25.91,0.75,6607.0,227883.0,2.899294813566611,272000.0,116900.0,,,,,,,,,,,,,,,,False,True,True
161890,한국콜마,KOSPI,화학,117800.0,27807.0,22.23,3.05,5299.0,38566.0,13.740081937457866,123000.0,60600.0,14.445125689760882,8155.0,5299.0,30961.0,3299.0,1925.0,13.700000000000001,37.7,2396.0,1251.0,27224.0,2026.12E,2025.12,20260622,매수,False,True,True
131290,티에스이,KOSDAQ,의료·정밀기기,251000.0,27764.0,72.63,7.1,3456.0,35375.0,9.769611307420496,282500.0,36150.0,,,,,,,,,,,,,,,,False,True,True
085620,미래에셋생명,KOSPI,보험,20500.0,27712.0,31.06,1.09,660.0,18762.0,3.517748640869843,37300.0,6340.0,,,,,,,,,,,,,,,,False,True,True
005850,에스엘,KOSPI,운송장비·부품,59600.0,27683.0,8.91,1.08,6692.0,55423.0,12.07440954116522,79500.0,31350.0,,,,,,,,,,,,,,,,False,True,True
012750,에스원,KOSPI,일반서비스,72300.0,27473.0,15.39,1.39,4699.0,51947.0,9.045758176603076,103000.0,66800.0,,,,,,,,,,,,,,,,False,True,True
064760,티씨케이,KOSDAQ,비금속,245000.0,27390.0,39.73,5.54,6167.0,44219.0,13.946493588728828,348500.0,90400.0,25.603511338697878,9569.0,6138.0,3977.0,1297.0,1069.0,32.0,54.6,839.0,699.0,3013.0,2026.12E,2025.12,20260629,매수,False,True,True
067310,하나마이크론,KOSDAQ,전기·전자,41050.0,27290.0,71.39,6.83,575.0,6007.0,9.572165806559015,58500.0,10400.0,13.204027147865805,3108.9,637.0,21954.0,3155.0,2065.0,43.1,147.1,1277.0,381.0,15344.0,2026.12E,2025.12,20260629,매수,True,True,True
237690,에스티팜,KOSDAQ,제약,130500.0,27239.0,48.23,4.55,2706.0,28666.0,9.439754412893322,172100.0,81900.0,,,,,,,,,,,,,,,,False,True,True
011170,롯데케미칼,KOSPI,화학,63500.0,27162.0,-1.33,0.21,-47624.0,298452.0,-15.957004811493974,119500.0,59600.0,-4.055331323762325,-15658.400000000001,-48311.0,195730.0,1327.0,-6603.0,5.9,-114.10000000000001,-9431.0,-20371.0,184830.0,2026.12E,2025.12,20260609,매수,False,True,True
483650,달바글로벌,KOSPI,화학,215500.0,26904.0,32.66,13.45,6599.0,16022.0,41.18711771314443,274500.0,116200.0,21.015983850362293,10254.1,6594.0,7741.0,,,,,,,5197.0,2026.12E,2025.12,20260513,매수,False,True,True
426030,TIME 미국나스닥100액티브,KOSPI,ETF(Active/수익증권),55200.0,26529.0,0.0,0.0,0.0,0.0,,62645.0,27860.0,,,,,,,,,,,,,,,,False,True,True
456600,TIME 글로벌AI인공지능액티브,KOSPI,ETF(Active/수익증권),67705.0,26446.0,0.0,0.0,0.0,0.0,,77300.0,28680.0,,,,,,,,,,,,,,,,False,True,True
028670,팬오션,KOSPI,운송·창고,4930.0,26354.0,8.74,0.46,564.0,10707.0,5.267581955729896,6600.0,3485.0,6.691096634093376,736.8000000000001,564.0,59791.0,5721.0,3939.0,10.100000000000001,16.3,4919.0,3014.0,54329.0,2026.12E,2025.12,20260608,매수,False,True,True
319400,현대무벡스,KOSDAQ,기계·장비,23250.0,25895.0,234.85,15.98,99.0,1455.0,6.804123711340206,50400.0,4310.0,,,,,,,,,,,,,,,,False,True,True
026960,동서,KOSPI,유통,25950.0,25872.0,17.86,1.49,1453.0,17452.0,8.325693330277332,32200.0,22350.0,,,,,,,,,,,,,,,,False,True,True
005290,동진쎄미켐,KOSDAQ,화학,50600.0,25791.0,26.26,2.4,1927.0,21091.0,9.136598549144184,72200.0,27950.0,,,,,,,,,,,,,,,,False,True,True
489790,한화비전,KOSPI,전기·전자,50900.0,25699.0,56.37,2.96,903.0,17188.0,5.253665347917152,97900.0,35650.0,,,,,,,,,,,,2023.12E,2023.12E,20260512,매수,False,True,True
089970,브이엠,KOSDAQ,기계·장비,101900.0,25243.0,100.1,14.93,1018.0,6824.0,14.917936694021103,122100.0,10300.0,,,,,,,,,,,,,,,,False,True,True
357780,솔브레인,KOSDAQ,화학,322500.0,25086.0,31.73,2.34,10164.0,137853.0,7.373071315096516,530000.0,176000.0,19.262126180365172,16742.7,10285.0,11073.0,1779.0,1282.0,19.900000000000002,33.1,1336.0,791.0,9234.0,2026.12E,2025.12,20260629,매수,False,True,True
081660,미스토홀딩스,KOSPI,유통,46850.0,24874.0,12.52,1.29,3743.0,36406.0,10.281272317749822,55800.0,35400.0,,,,,,,,,,,,,,,,False,True,True
375500,DL이앤씨,KOSPI,건설,64200.0,24841.0,7.44,0.51,8625.0,126050.0,6.8425228084093614,106600.0,38450.0,6.840484587599756,9385.300000000001,5413.0,74024.0,3870.0,3956.0,-11.0,42.800000000000004,2709.0,2292.0,83184.0,2025.12E,2024.12,20260409,매수,False,True,True
006360,GS건설,KOSPI,건설,28550.0,24434.0,26.12,0.51,1093.0,56462.0,1.9358152385675322,44850.0,17790.0,25.905090282188546,1102.1000000000001,2893.0,124504.0,6639.0,936.0,-3.2,132.20000000000002,2860.0,2456.0,128638.0,2025.12E,2024.12,20260409,매수,True,True,True
000240,한국앤컴퍼니,KOSPI,금융,25550.0,24256.0,6.98,0.51,3658.0,50477.0,7.246864908770331,36450.0,20100.0,,,,,,,,,,,,,,,,False,True,True
004990,롯데지주,KOSPI,금융,23850.0,23770.0,-3.89,0.3,-6125.0,79142.0,-7.739253493720148,39600.0,22550.0,,,,,,,,,,,,,,,,False,True,True
003690,코리안리,KOSPI,보험,13420.0,23716.0,8.12,0.64,1653.0,20843.0,7.930720145852324,15400.0,10010.0,,,,,,,,,,,,,,,,False,True,True
257720,실리콘투,KOSDAQ,유통,36100.0,23673.0,13.84,5.17,2609.0,6976.0,37.399655963302756,57100.0,29850.0,11.03401901152306,3271.7000000000003,2756.0,15933.0,2697.0,2098.0,42.7,31.3,2054.0,1686.0,11163.0,2026.12E,2025.12,20260513,매수,False,True,True
204320,HL만도,KOSPI,운송장비·부품,50400.0,23666.0,23.66,0.87,2130.0,57793.0,3.6855674562663294,79100.0,32150.0,14.593890256261764,3453.5,2130.4,97786.0,4090.0,1622.0,3.4000000000000004,14.5,3571.0,1000.0,94548.0,2026.12E,2025.12,20260429,중립,False,True,True
