종목코드,종목명,시장구분,업종,현재가,시가총액,상장주식수,PER,PBR,EPS,BPS,ROE프록시,W52고가,W52저가,선행PER,선행EPS,직전EPS,선행EPS_증가율%,추정매출,추정영업이익,추정순이익,추정매출YoY,추정영업이익YoY,직전영업이익,직전순이익,직전매출,실현영업이익YoY,실현순이익YoY,순이익경로_우상향,연환산영업이익,컨센목표가,상승여력%,브로커수,브로커최근의견일,컨센투자의견,분기영업이익YoY,분기매출YoY,분기결산일,영업이익증가율_연간,영업이익증가율_3년평균,추정연도,실적연도,추정기준일,투자의견,추정이상,_price_ok,_est_ok,_opinion_ok,_growth_ok
267260,HD현대일렉트릭,KOSPI,전기·전자,945000.0,340645.0,36047135.0,46.5,16.77,20324.0,56366.0,36.05719760139091,1430000.0,418000.0,34.61044026677507,27303.9,20354.0,34.14513117814681,48728.0,12671.0,9827.0,19.400000000000002,27.3,9953.0,7326.0,40795.0,48.800000000000004,46.1,True,12671.0,1426842.0,50.988571428571426,13,20260619,Buy,18.38,2.15,202603,48.78,99.31,2026.12E,2025.12,20260429,매수,False,True,True,True,True
042660,한화오션,KOSPI,운송장비·부품,106900.0,327556.0,306413394.0,26.29,5.31,4066.0,20138.0,20.1906842784785,154800.0,71500.0,18.128476461809793,5896.8,4007.0,47.16246568505117,137245.0,19914.0,18066.0,7.4,70.60000000000001,11676.0,12458.0,127835.0,390.8,135.9,True,19914.0,165889.0,55.18147801683817,9,20260526,매수,70.55,2.13,202603,390.84,130.28,2026.12E,2025.12,20260624,매수,False,True,True,True,True
066570,LG전자,KOSPI,전기·전자,191000.0,311110.0,162884638.0,35.9,1.44,5321.0,132659.0,4.01103581362742,438000.0,72000.0,27.840130600822086,6860.6,5330.0,28.71669793621014,942591.0,35625.0,12346.0,5.7,43.7,24784.0,9606.0,892009.0,-27.5,161.4,True,35625.0,172080.0,-9.905759162303665,17,20260703,BUY,32.93,4.34,202603,-27.53,-10.35,2026.12E,2025.12,20260407,매수,False,True,True,True,True
298040,효성중공업,KOSPI,전기·전자,3323000.0,309855.0,9324548.0,59.6,13.16,55755.0,252555.0,22.076379402506387,4742000.0,860000.0,39.51422357464003,84096.3,55832.0,50.623835793093576,73237.0,10604.0,7831.0,22.700000000000003,42.0,7470.0,5199.0,59685.0,106.10000000000001,133.5,True,10604.0,4523529.0,36.12786638579596,12,20260619,Buy,48.77,26.21,202603,106.07,75.55,2026.12E,2025.12,20260427,매수,False,True,True,True,True
035420,NAVER,KOSPI,IT 서비스,195800.0,307186.0,156887668.0,15.82,1.06,12376.0,184396.0,6.711642334974728,304000.0,190300.0,19.382876149558985,10101.7,13009.0,-22.348374202475206,137728.0,24712.0,15845.0,14.4,11.9,22081.0,19532.0,120350.0,11.600000000000001,1.6,False,24712.0,313762.0,60.246169560776295,15,20260611,Buy,7.22,16.3,202603,11.56,19.54,2026.12E,2025.12,20260608,매수,False,True,True,True,True
000810,삼성화재,KOSPI,보험,638000.0,284851.0,44647473.0,15.67,1.28,40703.0,500071.0,8.139444198923753,757000.0,412000.0,,,,,,,,,,,,,,,False,,666850.0,4.521943573667712,13,20260701,BUY,8.68,9.34,202603,0.36,9.35,,,20260223,매수,False,True,True,True,True
009540,HD한국조선해양,KOSPI,금융,359500.0,254429.0,70773116.0,11.73,1.91,30639.0,187883.0,16.30748923532198,494500.0,304500.0,7.276031800003238,49408.8,30664.0,61.12966344899557,342759.0,54000.0,34939.0,14.5,38.300000000000004,39045.0,21684.0,299332.0,172.3,85.0,True,54000.0,597143.0,66.10375521557718,7,20260528,BUY,57.83,20.22,202603,172.26,193.44,2026.12E,2025.12,20260610,매수,False,True,True,True,True
005490,POSCO홀딩스,KOSPI,금속,320000.0,253573.0,79241527.0,39.58,0.43,8085.0,736969.0,1.0970610704113741,542000.0,258500.0,9.972699734476869,32087.600000000002,8697.0,268.9502127170289,788485.0,37665.0,24250.0,14.100000000000001,106.2,18271.0,6577.0,690949.0,-15.9,-39.900000000000006,True,37665.0,551062.0,72.206875,12,20260626,BUY,24.35,2.52,202603,-15.94,-27.19,2026.12E,2025.12,20260409,매수,True,True,True,True,True
015760,한국전력,KOSPI,전기·가스,38250.0,245551.0,641964077.0,2.87,0.51,13311.0,75035.0,17.739721463317117,69500.0,34100.0,12.010927589022169,3184.6000000000004,13311.0,-76.07542633911802,985306.0,68231.0,20444.0,1.1,-49.400000000000006,134906.0,85449.0,974293.0,61.300000000000004,144.70000000000002,False,68231.0,57765.0,51.01960784313726,13,20260623,BUY,0.81,0.72,202603,61.28,20.43,2026.12E,2025.12,20260401,중립,False,True,True,True,True
006800,미래에셋증권,KOSPI,증권,42750.0,239215.0,559566880.0,19.85,1.88,2154.0,22705.0,9.486897159216031,87800.0,17100.0,,,,,66645.0,42508.0,31269.0,70.5,122.0,19151.0,15695.0,39094.0,61.2,70.3,False,42508.0,74000.0,73.09941520467837,14,20260630,BUY,297.2,138.39,202603,61.19,50.52,2026.12E,2025.12,20260609,중립,True,True,True,True,True
010130,고려아연,KOSPI,금속,1115000.0,232734.0,20872969.0,28.95,2.08,38514.0,536342.0,7.1808659400158845,2188000.0,745000.0,,,,,,,,,,,,,,,False,,1776333.0,59.31237668161435,5,20260629,BUY,175.19,58.42,202603,70.28,17.24,,,,,False,True,True,True,True
000150,두산,KOSPI,전기·전자,1433000.0,232058.0,16193835.0,404.12,16.4,3546.0,87399.0,4.057254659664298,2489000.0,468000.0,56.56385439445493,25334.2,4230.0,498.91725768321515,225351.0,17185.0,4333.0,13.9,61.7,10627.0,758.0,197841.0,5.9,-133.5,True,17185.0,2170588.0,51.471598046057224,9,20260629,BUY,71.74,17.72,202603,5.87,1.1,2026.12E,2025.12,20260518,매수,False,True,True,True,True
316140,우리금융지주,KOSPI,금융,30750.0,223888.0,728089682.0,7.29,0.63,4221.0,49068.0,8.60234776228907,41500.0,22550.0,,,,,226089.0,44767.0,32693.0,6.7,21.8,36748.0,31243.0,211887.0,-13.600000000000001,1.2000000000000002,True,44767.0,43636.0,41.90569105691057,9,20260702,BUY,-7.03,58.37,202603,-13.64,-4.35,2026.12E,2025.12,20260426,매수,False,True,True,True,True
042700,한미반도체,KOSPI,기계·장비,232500.0,221601.0,95312200.0,104.12,31.95,2233.0,7278.0,30.681505908216543,426000.0,81400.0,,,,,,,,,,,,,,,False,,380000.0,63.44086021505376,1,20260521,BUY,-87.86,-65.47,202603,-1.57,189.36,,,,,False,True,True,True,True
064350,현대로템,KOSPI,운송장비·부품,200500.0,218830.0,109142293.0,28.42,7.11,7055.0,28211.0,25.007975612349792,282000.0,162000.0,21.65717927391741,9257.9,7055.0,31.224663359319628,71570.0,12420.0,10104.0,22.6,23.5,10056.0,7699.0,58390.0,120.30000000000001,89.2,True,12420.0,309833.0,54.530174563591025,10,20260619,BUY,10.52,23.92,202603,120.26,93.35,2026.12E,2025.12,20260427,매수,False,True,True,True,True
010140,삼성중공업,KOSPI,운송장비·부품,23500.0,206800.0,880000000.0,37.9,4.84,620.0,4857.0,12.76508132592135,35350.0,15610.0,20.18726913495404,1164.1000000000001,639.0,82.17527386541474,125157.0,14913.0,9943.0,17.5,73.0,8622.0,5455.0,106500.0,71.5,754.1,True,14913.0,40909.0,74.08085106382978,10,20260604,매수,121.91,16.36,202603,71.52,62.32,2026.12E,2025.12,20260617,매수,False,True,True,True,True
011070,LG이노텍,KOSPI,전기·전자,872000.0,206377.0,23667107.0,60.48,3.58,14419.0,243532.0,5.920782484437363,1788000.0,146800.0,28.130484154020852,30998.4,14421.0,114.95319325982942,239729.0,10641.0,7336.0,9.5,60.0,6650.0,3413.0,218966.0,-5.800000000000001,-24.0,True,10641.0,928760.0,6.509174311926605,19,20260702,BUY,136.04,11.08,202603,-5.81,-18.5,2026.12E,2025.12,20260407,매수,False,True,True,True,True
